Real NN 0 Correlation for Spin Coating - 0: MAE,Predicted NN 0 Correlation for Spin Coating - 0: MAE,Real NN 1 Correlation for Spin Coating - 0: MAE,Predicted NN 1 Correlation for Spin Coating - 0: MAE,Real NN 2 Correlation for Spin Coating - 0: MAE,Predicted NN 2 Correlation for Spin Coating - 0: MAE,Real NN 3 Correlation for Spin Coating - 0: MAE,Predicted NN 3 Correlation for Spin Coating - 0: MAE,,Real NN 0 Correlation for Spin Coating - 1: MAE,Predicted NN 0 Correlation for Spin Coating - 1: MAE,Real NN 1 Correlation for Spin Coating - 1: MAE,Predicted NN 1 Correlation for Spin Coating - 1: MAE,Real NN 2 Correlation for Spin Coating - 1: MAE,Predicted NN 2 Correlation for Spin Coating - 1: MAE,Real NN 3 Correlation for Spin Coating - 1: MAE,Predicted NN 3 Correlation for Spin Coating - 1: MAE,
0.87,0.858288407,0.87,1.081549525,0.87,0.850212812,0.87,0.791699231,0.895437494,6.6,7.369541168,6.6,7.54615593,6.6,7.507328987,6.6,7.535420895,7.489611745
0.64,0.438337296,0.64,0.521649718,0.64,0.614731073,0.64,0.511593997,0.521578021,0.95,1.561128616,0.95,0.735518575,0.95,1.019563437,0.95,0.932437956,1.062162146
3.04,2.805682898,3.04,2.997042179,3.04,3.096614361,3.04,3.072894573,2.993058503,4.8,5.316448212,4.8,5.121979713,4.8,5.8396101,4.8,5.711812496,5.49746263
1.42,0.98969233,1.42,1.515866399,1.42,1.285479307,1.42,1.115664482,1.22667563,0.95,1.413833618,0.95,0.807428956,0.95,1.062320232,0.95,0.946844578,1.057606846
4.52,4.372976303,4.52,4.425952435,4.52,4.460500717,4.52,4.695275784,4.48867631,0.95,0.921700478,0.95,1.038745403,0.95,0.93904531,0.95,0.984451592,0.970985696
6.47,6.791136742,6.47,7.155456543,6.47,6.47939682,6.47,6.536893845,6.740720988,1.1,1.667061448,1.1,1.465601802,1.1,1.351573467,1.1,1.12811327,1.403087497
0.7,0.502911329,0.7,0.617906332,0.7,0.674195051,0.7,0.551511109,0.586630955,2.93,2.913084745,2.93,3.092307806,2.93,2.993536234,2.93,3.662009239,3.165234506
0.75,0.771026254,0.75,0.622794986,0.75,0.853313923,0.75,0.793249965,0.760096282,5.9,4.075556278,5.9,4.295240402,5.9,3.6948843,5.9,3.525311708,3.897748172
0.84,0.938444614,0.84,0.892166018,0.84,1.03082943,0.84,0.870107651,0.932886928,0.95,0.935326815,0.95,0.683631659,0.95,0.955992937,0.95,0.895598292,0.867637426
9.45,7.480022907,9.45,6.715275288,9.45,7.869352341,9.45,7.827421188,7.473017931,1.1,1.814887047,1.1,0.926122308,1.1,1.486151695,1.1,1.748812675,1.493993431
0.56,0.599024773,0.56,0.676869035,0.56,0.79798311,0.56,0.639142573,0.678254873,9.7,9.210231781,9.7,9.487238884,9.7,9.033926964,9.7,9.295013428,9.256602764
0.69,0.607144117,0.69,0.551925063,0.69,0.742237449,0.69,0.463083923,0.591097638,3.62,3.679926395,3.62,3.507329226,3.62,3.720633745,3.62,3.691637039,3.649881601
6.64,6.190389633,6.64,5.427227974,6.64,6.099052429,6.64,6.431017876,6.036921978,0.95,0.907362819,0.95,0.955951333,0.95,1.047308564,0.95,0.997121036,0.976935938
6.06,6.465824127,6.06,6.363465786,6.06,6.700437546,6.06,6.349924088,6.469912887,0.95,0.970918536,0.95,1.171784282,0.95,0.94460094,0.95,1.021035194,1.027084738
0.59,0.491665334,0.59,0.623550892,0.59,0.714529514,0.59,0.896553695,0.681574859,0.82,1.970839381,0.82,1.329495788,0.82,2.537773848,0.82,2.130520821,1.99215746
4.88,5.072455406,4.88,4.92455864,4.88,4.992929459,4.88,4.713125229,4.925767184,1.04,1.301848292,1.04,1.027035117,1.04,1.056604147,1.04,0.984836638,1.092581049
0.84,0.905219913,0.84,0.919310451,0.84,1.057845354,0.84,0.858517885,0.935223401,0.95,1.117662668,0.95,0.673501372,0.95,0.879016399,0.95,0.920743704,0.897731036
4.01,4.19439888,4.01,3.878561258,4.01,4.271633148,4.01,4.806642056,4.287808836,1.1,1.146037221,1.1,0.835479438,1.1,1.013508797,1.1,1.237534761,1.058140054
6.47,6.630998611,6.47,6.799685001,6.47,6.60655117,6.47,6.474773407,6.628002047,5.1,5.629630566,5.1,5.018834591,5.1,5.270513535,5.1,5.335789204,5.313691974
4.51,4.417366982,4.51,4.4532547,4.51,4.476144791,4.51,4.479271889,4.456509591,4.35,3.922468662,4.35,4.246346474,4.35,3.72467041,4.35,3.803930759,3.924354076
3.37,3.642859936,3.37,3.35663271,3.37,3.865044594,3.37,3.775217056,3.659938574,9.7,7.717024803,9.7,7.839267731,9.7,8.568844795,9.7,8.748047829,8.21829629
0.6,0.603608489,0.6,0.560183406,0.6,0.865305066,0.6,0.566643655,0.648935154,2.71,2.638952017,2.71,2.84959197,2.71,3.41140914,2.71,2.706351995,2.901576281
1.05,1.074844599,1.05,0.878751636,1.05,1.095558882,1.05,1.027318001,1.01911828,1.49,1.723038435,1.49,1.547616482,1.49,1.818039179,1.49,1.634088993,1.680695772
4.39,4.706051826,4.39,4.452820778,4.39,4.474378586,4.39,4.582904816,4.554039002,4.2,4.077887058,4.2,4.481872559,4.2,4.551174164,4.2,4.523179531,4.408528328
4.1,4.555926323,4.1,4.412258625,4.1,4.566380501,4.1,4.324340343,4.464726448,1.04,0.881624222,1.04,0.930431008,1.04,1.246184707,1.04,0.956653059,1.003723249
3.6,3.486227036,3.6,3.265748262,3.6,3.439112902,3.6,3.764794588,3.488970697,2.62,2.344051838,2.62,2.344190121,2.62,2.477035284,2.62,2.894695997,2.51499331
2.72,2.310353279,2.72,2.306663752,2.72,2.205827236,2.72,2.267684221,2.272632122,0.95,0.977484465,0.95,0.939869761,0.95,1.011794806,0.95,0.95251894,0.970416993
4.02,4.049448013,4.02,3.813317537,4.02,3.938747168,4.02,4.08316803,3.971170187,0.95,1.051625133,0.95,1.010063052,0.95,0.950339019,0.95,1.026707649,1.009683713
1.88,2.276453733,1.88,1.90058291,1.88,1.785966277,1.88,2.000425816,1.990857184,1.1,1.636023402,1.1,1.323854089,1.1,1.376926899,1.1,0.968758047,1.326390609
1.05,1.299971461,1.05,0.910101771,1.05,1.309351683,1.05,0.992884994,1.128077477,0.95,1.078944445,0.95,0.866615653,0.95,1.065111518,0.95,0.96836108,0.994758174
1.49,1.123962283,1.49,1.691577554,1.49,1.021108627,1.49,1.902972698,1.434905291,6.8,6.826245785,6.8,6.856301308,6.8,7.063461304,6.8,6.996135712,6.935536027
0.94,0.793049455,0.94,1.029029727,0.94,1.202787161,0.94,0.786753297,0.95290491,8,7.777514458,8,7.559999466,8,7.767866135,8,7.56253624,7.666979075
0.84,0.951694965,0.84,0.789731503,0.84,1.008544207,0.84,0.828239024,0.894552425,6.5,6.218923569,6.5,6.482144356,6.5,6.390280724,6.5,6.734632492,6.456495285
3.75,3.82498765,3.75,3.869608641,3.75,3.639943838,3.75,4.040438175,3.843744576,3.75,3.807082176,3.75,3.614654064,3.75,3.664340496,3.75,4.380130768,3.866551876
6.64,6.434210777,6.64,6.448860168,6.64,6.310032845,6.64,6.328963757,6.380516887,2.8,3.232413292,2.8,2.915888071,2.8,3.482145309,2.8,3.346385002,3.244207919
0.7,0.671949267,0.7,0.86538291,0.7,0.84393096,0.7,0.690616786,0.767969981,3.37,3.592821836,3.37,2.713536024,3.37,3.239792109,3.37,3.346740723,3.223222673
1.42,1.570718884,1.42,1.668424726,1.42,1.625622153,1.42,1.745537519,1.652575821,0.82,0.672345877,0.82,0.485284418,0.82,0.82286644,0.82,0.659362495,0.659964808
0.87,0.938838124,0.87,0.912071109,0.87,0.923903704,0.87,0.859296381,0.90852733,0.95,0.969321728,0.95,0.965091586,0.95,0.873382926,0.95,0.909182131,0.929244593
1.63,1.721425176,1.63,1.942074656,1.63,1.826901436,1.63,1.622120619,1.778130472,1.1,1.180749893,1.1,0.992410302,1.1,0.763059497,1.1,1.180068493,1.029072046
4.85,4.795381069,4.85,4.672768116,4.85,4.772689819,4.85,4.476593018,4.679358006,0.82,0.698477745,0.82,1.045014977,0.82,0.815063119,0.82,1.0502069,0.902190685
1.49,1.836617231,1.49,1.743850112,1.49,1.863282561,1.49,1.694829226,1.784644783,5.1,4.308077812,5.1,4.029103279,5.1,5.036663055,5.1,4.639229298,4.503268361
0.7,0.555318952,0.7,0.642024398,0.7,0.70108974,0.7,0.69227916,0.647678063,0.88,0.861391068,0.88,0.916736007,0.88,1.074971318,0.88,0.925816715,0.944728777
4.51,4.440201759,4.51,4.283330441,4.51,4.46843338,4.51,4.480867863,4.418208361,0.95,0.92522347,0.95,1.1958915,0.95,0.934997797,0.95,1.031718969,1.021957934
4.36,4.922584534,4.36,5.286344528,4.36,5.026309013,4.36,5.00978756,5.061256409,6.1,5.817013741,6.1,6.252184391,6.1,7.438735962,6.1,6.36162281,6.467389226
3.95,3.745331526,3.95,4.113067627,3.95,3.819373369,3.95,3.920438528,3.899552763,0.95,1.025537968,0.95,0.928169847,0.95,1.149358511,0.95,0.8932513,0.999079407
4.32,4.574597836,4.32,4.463620663,4.32,4.476247787,4.32,4.624991417,4.534864426,0.95,0.943340778,0.95,0.912587047,0.95,1.007884026,0.95,0.991418839,0.963807673
0.7,0.838339448,0.7,0.736403346,0.7,0.853691936,0.7,0.632649839,0.765271142,0.82,1.305192113,0.82,0.776331544,0.82,1.07700479,0.82,1.021483421,1.045002967
0.84,0.973633289,0.84,0.825067401,0.84,1.047037363,0.84,0.853178382,0.924729109,0.95,1.022720814,0.95,1.152014375,0.95,1.071985722,0.95,0.978531122,1.056313008
0.6,0.855658293,0.6,0.715575576,0.6,0.99943608,0.6,1.089942455,0.915153101,2.71,2.218093157,2.71,2.571687222,2.71,2.800491095,2.71,2.811711788,2.600495816
4.38,4.523559093,4.38,4.41909647,4.38,4.475317001,4.38,4.524895668,4.485717058,0.95,0.951981783,0.95,0.927658916,0.95,0.924676061,0.95,0.922940433,0.931814298
0.7,0.610360146,0.7,0.718279898,0.7,0.739002585,0.7,0.791958392,0.714900255,6.12,5.922707081,6.12,5.65009594,6.12,5.873430252,6.12,5.974849224,5.855270624
0.87,0.931624293,0.87,0.928772807,0.87,0.870811224,0.87,0.80881834,0.885006666,5.1,5.2520895,5.1,5.232004166,5.1,5.528936386,5.1,5.340316772,5.338336706
6.48,6.233632088,6.48,6.022816658,6.48,6.183256149,6.48,6.801529408,6.310308576,8.4,8.59975338,8.4,8.914349556,8.4,8.455399513,8.4,8.597667694,8.641792536
1.93,2.017150402,1.93,2.552065611,1.93,2.424406052,1.93,2.529864311,2.380871594,6.6,6.990125656,6.6,7.017849922,6.6,7.089511871,6.6,7.240036964,7.084381103
0.73,1.218597293,0.73,1.362753034,0.73,1.442279339,0.73,1.350539684,1.343542338,0.95,0.945988536,0.95,0.779451728,0.95,0.983475327,0.95,0.981548667,0.922616065
6.48,5.421348095,6.48,5.245538712,6.48,5.792098999,6.48,5.368386269,5.456843019,0.95,1.329347372,0.95,0.874321043,0.95,0.996923685,0.95,0.93559885,1.034047738
0.6,1.171411991,0.6,0.997352958,0.6,1.321505189,0.6,1.146830797,1.159275234,2.62,2.801191807,2.62,2.593104601,2.62,2.447747469,2.62,3.029214859,2.717814684
2.16,2.158290625,2.16,2.226258755,2.16,2.263208628,2.16,2.157146454,2.201226116,6.6,7.090995789,6.6,6.997524738,6.6,7.430366516,6.6,6.96668148,7.121392131
3.95,4.502106667,3.95,4.244527817,3.95,4.449591637,3.95,4.191972256,4.347049594,2.62,3.142469645,2.62,3.132120848,2.62,2.906376362,2.62,2.75614357,2.984277606
4.01,4.49251461,4.01,4.039234161,4.01,4.469955444,4.01,4.723937035,4.431410313,0.95,1.04162097,0.95,0.365757734,0.95,0.555305123,0.95,0.871405482,0.708522327
0.64,0.430629462,0.64,0.500383258,0.64,0.612178087,0.64,0.532638609,0.518957354,7.1,6.808074951,7.1,6.321791649,7.1,6.594275475,7.1,7.136032104,6.715043545
5.73,6.699894428,5.73,6.4485116,5.73,7.044402122,5.73,6.179589272,6.593099356,6.06,5.176839828,6.06,5.466583252,6.06,5.577503204,6.06,6.110894203,5.582955122
0.68,0.488341182,0.68,-0.037917517,0.68,0.50699836,0.68,0.558639944,0.379015492,0.95,0.931459904,0.95,0.915112376,0.95,0.996809006,0.95,0.98783654,0.957804457
4.36,4.427171707,4.36,4.438444138,4.36,4.461366653,4.36,4.592329979,4.479828119,1.49,1.435232759,1.49,1.795473456,1.49,1.560705423,1.49,1.710673571,1.625521302
6.64,6.340545177,6.64,6.612484932,6.64,6.283579826,6.64,6.381222725,6.404458165,0.95,0.934225082,0.95,1.067203164,0.95,0.938844681,0.95,1.024380445,0.991163343
4.51,4.423235416,4.51,4.312328815,4.51,4.561402321,4.51,4.268062115,4.391257167,8.39,8.315332413,8.39,8.644090652,8.39,8.123613358,8.39,8.390942574,8.368494749
4.88,5.063985825,4.88,5.153707027,4.88,5.587305069,4.88,5.20711422,5.253028035,6.8,6.92331934,6.8,7.190761089,6.8,7.012692451,6.8,6.837575912,6.991087198
4.02,4.266281605,4.02,4.260919094,4.02,4.139410973,4.02,4.162497997,4.207277417,0.95,0.981375337,0.95,0.795031667,0.95,1.046351552,0.95,0.963696957,0.946613878
0.85,0.651974201,0.85,0.51077956,0.85,1.110237598,0.85,0.959584296,0.808143914,4.35,4.078866959,4.35,4.25962162,4.35,4.03001976,4.35,3.827611685,4.049030006
0.87,0.873488426,0.87,1.126265407,0.87,0.920787811,0.87,0.759646237,0.92004697,0.97,0.894208431,0.97,0.937449813,0.97,1.454431057,0.97,1.058712721,1.086200506
0.56,0.766801119,0.56,0.590638638,0.56,0.806359529,0.56,0.606575787,0.692593768,1.88,2.188148737,1.88,1.698655128,1.88,1.726518869,1.88,1.684233427,1.82438904
4.39,4.508286953,4.39,4.437394142,4.39,4.460047722,4.39,4.595533848,4.500315666,2.62,2.46417284,2.62,3.109104633,2.62,2.866127253,2.62,3.043971539,2.870844066
0.6,-0.304171115,0.6,0.605645776,0.6,0.695782542,0.6,0.808698833,0.451489009,0.95,1.058255553,0.95,1.08135438,0.95,1.045328617,0.95,1.041438818,1.056594342
0.86,0.756858349,0.86,0.524507403,0.86,0.910894096,0.86,0.702433348,0.723673299,0.7,1.206629992,0.7,1.220922351,0.7,1.376783848,0.7,1.365114212,1.292362601
0.7,0.555318952,0.7,0.642024398,0.7,0.70108974,0.7,0.69227916,0.647678063,8.4,8.11286068,8.4,8.580777168,8.4,9.029994011,8.4,8.4883461,8.55299449
4.02,3.917824745,4.02,4.153325081,4.02,4.145792007,4.02,4.054309368,4.0678128,0.95,0.933549881,0.95,0.704011083,0.95,0.957505226,0.95,0.988819122,0.895971328
1.05,1.034617543,1.05,1.162216544,1.05,1.131095171,1.05,1.036990643,1.091229975,0.95,1.125228167,0.95,0.713358283,0.95,0.98514843,0.95,0.950442255,0.943544284
6.47,5.328727722,6.47,5.574368954,6.47,5.566494942,6.47,5.917640686,5.596808076,5.1,4.515114307,5.1,4.470941544,5.1,4.74770546,5.1,4.937800407,4.66789043
0.81,0.911070466,0.81,0.841780066,0.81,0.871867657,0.81,0.983613312,0.902082875,4.8,5.083274364,4.8,5.42317152,4.8,5.255368233,4.8,5.06899929,5.207703352
0.59,0.750665665,0.59,0.82215488,0.59,0.523235083,0.59,0.639686644,0.683935568,0.86,1.318657875,0.86,0.926445246,0.86,0.887300253,0.86,1.340312481,1.118178964
2.72,2.154365301,2.72,2.212877989,2.72,2.303900242,2.72,2.072022438,2.185791493,3.12,3.179132223,3.12,2.726462603,3.12,3.363217592,3.12,3.113188028,3.095500112
4.88,5.070381641,4.88,4.745079517,4.88,5.084724426,4.88,4.765965462,4.916537762,4.7,4.801170826,4.7,5.277747631,4.7,4.880227089,4.7,4.737279892,4.92410636
1.42,1.490411162,1.42,1.756186604,1.42,1.750827312,1.42,1.730359793,1.681946218,8.71,7.654783249,8.71,8.031831741,8.71,7.655640602,8.71,7.697461128,7.75992918
0.73,1.690959454,0.73,1.533934236,0.73,1.580003977,0.73,1.374373913,1.544817895,0.95,0.985673428,0.95,0.872854114,0.95,0.93697983,0.95,0.92672646,0.930558458
0.94,0.925140977,0.94,0.862045646,0.94,0.890421629,0.94,0.938358903,0.903991789,6.47,5.99049139,6.47,6.112812996,6.47,6.210045815,6.47,5.931958675,6.061327219
0.75,0.488940567,0.75,0.569095492,0.75,0.652256727,0.75,0.656280398,0.591643296,0.95,0.97718668,0.95,0.867887795,0.95,0.945956469,0.95,0.92599076,0.929255426
4.36,5.371131897,4.36,5.411617279,4.36,5.188796997,4.36,5.084562778,5.264027238,7.44,7.570930481,7.44,6.82332325,7.44,6.682880402,7.44,7.1118536,7.047246933
2.79,2.702582121,2.79,2.570798635,2.79,2.768560886,2.79,2.562684536,2.651156545,3.2,3.942215204,3.2,3.802462339,3.2,4.439077377,3.2,4.361171722,4.136231661
0.85,0.879471779,0.85,0.222958654,0.85,0.773821056,0.85,1.140059233,0.754077681,1.04,1.12662518,1.04,0.892325282,1.04,1.185177803,1.04,1.099004269,1.075783134
0.84,1.033416867,0.84,0.794032454,0.84,1.03304553,0.84,0.748246431,0.902185321,9.7,9.481801033,9.7,9.033135414,9.7,9.239783287,9.7,9.486359596,9.310269833
4.4,4.479547501,4.4,4.493771076,4.4,4.487905502,4.4,4.53305769,4.498570442,0.95,0.882348776,0.95,1.027754545,0.95,1.049143076,0.95,0.980454087,0.984925121
0.6,0.437079757,0.6,0.562576532,0.6,0.643980443,0.6,0.636948764,0.570146374,8.39,7.925042152,8.39,6.284759521,8.39,6.959472656,8.39,6.798272133,6.991886616
3.64,3.831551313,3.64,3.473271847,3.64,3.786127806,3.64,4.022125244,3.778269053,8.6,8.559673309,8.6,8.34240818,8.6,8.825336456,8.6,8.672766685,8.600046158
3.75,3.913413763,3.75,3.55390811,3.75,3.819550753,3.75,3.948228121,3.808775187,0.95,0.845945835,0.95,0.94704783,0.95,1.053733587,0.95,0.874828935,0.930389047
0.68,0.70855546,0.68,0.813219547,0.68,0.917053103,0.68,1.140971661,0.894949943,5.27,2.815662146,5.27,4.564090729,5.27,3.496072054,5.27,3.412219048,3.572010994
0.85,0.869823456,0.85,0.605062604,0.85,0.914754391,0.85,1.081428528,0.867767245,0.95,1.003293991,0.95,0.881714106,0.95,1.090772152,0.95,0.972391129,0.987042845
0.6,0.838992953,0.6,0.313005358,0.6,0.724215984,0.6,0.84816277,0.681094266,7.39,7.440877438,7.39,7.393809319,7.39,7.550148964,7.39,7.550497055,7.483833194
0.56,0.831343412,0.56,0.960244417,0.56,0.939037025,0.56,0.762073457,0.873174578,1.88,2.192472458,1.88,1.631162405,1.88,1.729038715,1.88,1.667185307,1.804964721
1.42,1.609817147,1.42,1.673579097,1.42,1.656499147,1.42,1.741146803,1.670260549,0.95,1.052984238,0.95,0.845173717,0.95,1.022885799,0.95,1.040090561,0.990283579
1.49,1.538791299,1.49,1.701473951,1.49,1.741891265,1.49,1.640042067,1.655549646,0.95,1.011854649,0.95,0.898160338,0.95,0.958308935,0.95,0.9450863,0.953352556
7.62,4.918883324,7.62,5.59595108,7.62,6.043468475,7.62,6.345710754,5.726003408,3.12,3.463150263,3.12,3.050233603,3.12,3.292315245,3.12,3.35080862,3.289126933
0.84,0.90865016,0.84,0.805816054,0.84,1.004885197,0.84,0.93180728,0.912789673,6.26,6.122823715,6.26,6.180012703,6.26,6.365430832,6.26,6.252058029,6.23008132
4.36,4.762626648,4.36,5.064478397,4.36,5.19220829,4.36,5.017827034,5.009285092,3.2,4.249512196,3.2,4.105553627,3.2,4.310572624,3.2,4.516782284,4.295605183
4.88,4.763639927,4.88,5.387483597,4.88,6.167016029,4.88,6.157330036,5.618867397,4.8,5.172557831,4.8,5.272102356,4.8,5.407003403,4.8,5.803310871,5.413743615
0.93,1.034007311,0.93,1.118257165,0.93,1.050369501,0.93,1.062034845,1.066167206,3.12,2.892832518,3.12,2.380030155,3.12,3.481845856,3.12,2.70493865,2.864911795
0.64,0.537295341,0.64,0.697898746,0.64,0.840916634,0.64,0.606653512,0.670691058,4.7,6.232998371,4.7,6.539025784,4.7,6.510281563,4.7,6.102817535,6.346280813
0.56,0.767904758,0.56,0.791951299,0.56,0.705061197,0.56,0.763141692,0.757014737,4.7,4.68223381,4.7,5.096178055,4.7,4.863641739,4.7,4.627096176,4.817287445
1.49,1.311329365,1.49,1.848694324,1.49,2.084102631,1.49,1.989910126,1.808509112,0.95,1.072670221,0.95,1.046496987,0.95,1.033551216,0.95,1.042204738,1.048730791
5.73,6.560281277,5.73,6.821157932,5.73,6.23475647,5.73,6.649681568,6.566469312,7.89,7.438816547,7.89,7.571787357,7.89,8.013653755,7.89,8.460639,7.871224165
4.88,4.691099644,4.88,5.06345892,4.88,6.019126892,4.88,5.890553951,5.416059852,1.88,1.882408857,1.88,1.718734741,1.88,1.905643225,1.88,1.789110661,1.823974371
0.69,0.503880739,0.69,0.105123855,0.69,0.678990364,0.69,0.808791041,0.5241965,0.95,1.101288438,0.95,0.952367425,0.95,1.154046059,0.95,0.94865638,1.039089576
1.05,1.055282116,1.05,0.852046371,1.05,1.041430235,1.05,0.957370877,0.9765324,3.75,3.881872654,3.75,4.294923782,3.75,4.633127213,3.75,3.635155678,4.111269832
0.94,0.803976297,0.94,1.119082332,0.94,1.098308086,0.94,0.792421162,0.953446969,0.95,0.926218987,0.95,0.835346103,0.95,0.948486328,0.95,1.027242184,0.934323401
0.6,0.871749163,0.6,0.616850257,0.6,0.904078126,0.6,1.208016634,0.900173545,7.44,7.748245716,7.44,8.170272827,7.44,7.83510685,7.44,7.487234116,7.810214877
0.85,0.660418272,0.85,0.637103856,0.85,0.745110214,0.85,0.840496063,0.720782101,4.2,3.927101374,4.2,4.747612,4.2,5.018577576,4.2,4.114173889,4.45186621
4.32,4.692367077,4.32,4.385531425,4.32,4.475964546,4.32,4.572209835,4.531518221,1.3,2.304830551,1.3,1.818482757,1.3,1.973394752,1.3,2.495863676,2.148142934
3.37,3.387645483,3.37,3.351053953,3.37,3.417566061,3.37,3.384015799,3.385070324,0.95,0.982881069,0.95,0.943597674,0.95,0.795958281,0.95,0.956716239,0.919788316
6.64,6.345458031,6.64,6.519359112,6.64,6.28055954,6.64,6.445502281,6.397719741,0.95,1.085783958,0.95,1.046448588,0.95,1.025595665,0.95,0.933071196,1.022724852
2.72,2.744920492,2.72,2.788683176,2.72,2.445069075,2.72,2.626718998,2.651347935,0.95,0.841836929,0.95,0.811715722,0.95,0.974427402,0.95,0.930026114,0.889501542
4.36,4.435544968,4.36,4.447808266,4.36,4.488659859,4.36,4.513762474,4.471443892,3.75,3.742231369,3.75,3.63585043,3.75,3.804085016,3.75,4.015134335,3.799325288
0.7,0.790518284,0.7,-0.030277126,0.7,0.787002265,0.7,0.988467991,0.633927854,0.82,0.673269033,0.82,0.485313267,0.82,0.834113181,0.82,0.68849808,0.67029839
2.72,2.411097288,2.72,2.294937611,2.72,2.378693819,2.72,2.403446913,2.372043908,9.7,8.991412163,9.7,8.885962486,9.7,9.338752747,9.7,9.442989349,9.164779186
0.6,0.691092968,0.6,0.841125965,0.6,0.792946517,0.6,0.625222385,0.737596959,6.15,5.771808624,6.15,5.299659729,6.15,5.934251785,6.15,5.966616631,5.743084192
6.64,6.384867668,6.64,6.278774261,6.64,6.298556328,6.64,6.535214901,6.37435329,0.95,0.947672009,0.95,0.953864217,0.95,0.954871893,0.95,1.018335581,0.968685925
4.36,4.465233803,4.36,4.425701141,4.36,4.46216011,4.36,4.559560299,4.478163838,8,7.563049316,8,7.701920509,8,7.764757156,8,7.7570858,7.696703195
0.87,0.957204521,0.87,0.871563792,0.87,0.913653135,0.87,0.983148217,0.931392416,0.95,1.25178051,0.95,0.920377851,0.95,0.98938632,0.95,0.936582565,1.024531812
0.6,0.778666198,0.6,0.755351424,0.6,0.471386492,0.6,0.641027033,0.661607787,0.95,0.999233723,0.95,0.66809833,0.95,1.134832382,0.95,1.034466863,0.959157825
1.63,1.992755294,1.63,1.798052669,1.63,1.588571787,1.63,1.615206957,1.748646677,0.56,1.036265254,0.56,0.93210423,0.56,0.944602489,0.56,1.005519986,0.97962299
1.93,2.016933203,1.93,2.19133234,1.93,2.29790473,1.93,2.31204915,2.204554856,7.89,7.617951393,7.89,7.605470657,7.89,7.855307579,7.89,7.76739502,7.711531162
0.84,0.843544543,0.84,0.785744071,0.84,0.880679131,0.84,0.935049057,0.861254201,6.47,4.005316734,6.47,4.143748283,6.47,5.241401672,6.47,5.183960915,4.643606901
0.85,0.973110437,0.85,0.528951526,0.85,0.917844594,0.85,1.162328482,0.89555876,0.95,0.929920435,0.95,0.930988193,0.95,1.0102036,0.95,0.96676892,0.959470287
3.37,3.388134956,3.37,3.072805166,3.37,3.375470161,3.37,3.333130836,3.29238528,1.88,1.836859226,1.88,1.59701097,1.88,1.877603054,1.88,1.703417301,1.753722638
3.37,3.419169903,3.37,3.055802584,3.37,3.45544219,3.37,3.31798625,3.312100232,3.12,3.355057478,3.12,3.138994455,3.12,3.34727788,3.12,3.328858137,3.292546988
2.79,2.852021694,2.79,2.749812603,2.79,3.028104544,2.79,2.816548347,2.861621797,0.95,0.950738192,0.95,0.811915278,0.95,0.947242022,0.95,1.012624979,0.930630118
4.01,4.280851841,4.01,3.881211519,4.01,4.609766006,4.01,4.605304718,4.344283521,0.86,0.525058508,0.86,0.731231093,0.86,1.093067527,0.86,1.289609194,0.909741581
3.6,3.290688753,3.6,3.412163734,3.6,3.548202991,3.6,2.9913764,3.31060797,5.27,4.40288353,5.27,4.200583458,5.27,4.580320358,5.27,4.035524368,4.304827929
0.69,0.517802,0.69,0.503702521,0.69,0.725887775,0.69,0.588776112,0.584042102,1.1,1.500181794,1.1,1.296317935,1.1,1.402187943,1.1,0.920902133,1.279897451
4.51,4.410332203,4.51,4.471155643,4.51,4.462050438,4.51,4.664823532,4.502090454,6.1,6.291236401,6.1,6.013905525,6.1,6.191069603,6.1,6.39598608,6.223049402
0.94,0.889869392,0.94,0.958777308,0.94,1.035539389,0.94,0.913156748,0.949335709,0.95,0.963006258,0.95,0.930254817,0.95,0.946327567,0.95,0.922163606,0.940438062
2.72,2.245260477,2.72,2.324810982,2.72,2.350256681,2.72,2.287269354,2.301899374,0.86,0.808325052,0.86,0.634996057,0.86,0.90615201,0.86,1.312787056,0.915565044
3.04,2.845710278,3.04,2.613069534,3.04,2.882107735,3.04,3.137795448,2.869670749,2.62,2.549890518,2.62,2.416443586,2.62,2.35554862,2.62,3.074264765,2.599036872
4.02,3.822507381,4.02,3.800190687,4.02,3.9488585,4.02,4.052429199,3.905996442,0.95,0.937125683,0.95,1.08097136,0.95,0.938051224,0.95,1.025839448,0.995496929
6.47,6.636397839,6.47,6.845622063,6.47,6.61685276,6.47,6.457206726,6.639019847,0.95,1.01150918,0.95,1.026997447,0.95,1.002762556,0.95,0.931722879,0.993248016
4.01,4.19439888,4.01,3.878561258,4.01,4.271633148,4.01,4.806642056,4.287808836,0.95,0.999419093,0.95,0.512467682,0.95,0.846714079,0.95,0.84512496,0.800931454
1.93,2.018795013,1.93,2.178597212,1.93,2.46995616,1.93,2.108115673,2.193866015,0.95,1.06356144,0.95,0.981020331,0.95,0.972504616,0.95,1.032646179,1.012433142
0.94,0.894515872,0.94,0.882533908,0.94,0.860918045,0.94,0.806726813,0.86117366,2.8,3.220749617,2.8,3.010366201,2.8,3.444168806,2.8,3.449946165,3.281307697
0.73,1.65666914,0.73,1.644924521,0.73,1.542962551,0.73,1.512656689,1.589303225,0.95,0.926619291,0.95,0.902574539,0.95,0.991884232,0.95,0.988035917,0.952278495
