Real NN 0 Correlation for Spin Coating - 0: MAE,Predicted NN 0 Correlation for Spin Coating - 0: MAE,Real NN 1 Correlation for Spin Coating - 0: MAE,Predicted NN 1 Correlation for Spin Coating - 0: MAE,Real NN 2 Correlation for Spin Coating - 0: MAE,Predicted NN 2 Correlation for Spin Coating - 0: MAE,Real NN 3 Correlation for Spin Coating - 0: MAE,Predicted NN 3 Correlation for Spin Coating - 0: MAE,,Real NN 0 Correlation for Spin Coating - 1: MAE,Predicted NN 0 Correlation for Spin Coating - 1: MAE,Real NN 1 Correlation for Spin Coating - 1: MAE,Predicted NN 1 Correlation for Spin Coating - 1: MAE,Real NN 2 Correlation for Spin Coating - 1: MAE,Predicted NN 2 Correlation for Spin Coating - 1: MAE,Real NN 3 Correlation for Spin Coating - 1: MAE,Predicted NN 3 Correlation for Spin Coating - 1: MAE,
4.75,5.056467056,4.75,4.67210865,4.75,5.026395798,4.75,5.441020966,5.048998118,4.68,5.019127846,4.68,4.815199375,4.68,4.872228622,4.68,5.216535091,4.980772734
9.45,9.535435677,9.45,9.073997498,9.45,9.805514336,9.45,9.985183716,9.600032807,1.3,2.459133625,1.3,2.034690857,1.3,2.172142029,1.3,2.301739693,2.241926551
0.7,0.912982225,0.7,0.791783452,0.7,1.012687206,0.7,1.322974682,1.010106891,7.89,7.511156082,7.89,7.516214371,7.89,7.174145699,7.89,7.538406849,7.43498075
4.1,3.801710367,4.1,3.512215137,4.1,3.736747026,4.1,4.061809063,3.778120398,0.95,1.116505861,0.95,0.659117579,0.95,0.917220116,0.95,0.938586771,0.907857582
4.4,4.442499638,4.4,4.393119335,4.4,4.472290039,4.4,4.493626595,4.450383902,5.9,5.388260841,5.9,5.67834425,5.9,5.322071075,5.9,5.436385155,5.45626533
1.05,1.044878125,1.05,0.828098178,1.05,1.022292614,1.05,0.901822925,0.949272961,0.93,0.886814952,0.93,0.446029633,0.93,0.680783689,0.93,0.811634243,0.706315629
4.1,4.05494833,4.1,3.850468874,4.1,3.915775776,4.1,4.266287327,4.021870077,0.95,0.921657801,0.95,0.89629209,0.95,1.141320467,0.95,1.040201426,0.999867946
2.16,2.140067101,2.16,2.148060322,2.16,2.330818176,2.16,2.177705288,2.199162722,0.95,1.312300086,0.95,0.662188113,0.95,0.897652566,0.95,0.849869013,0.930502445
0.56,0.729519963,0.56,0.910261035,0.56,0.896861315,0.56,0.738449037,0.818772838,8.6,9.039999962,8.6,8.885893822,8.6,9.100702286,8.6,8.95737648,8.995993138
0.7,0.881000221,0.7,0.849931598,0.7,0.591882169,0.7,0.764774144,0.771897033,0.95,1.389604568,0.95,0.799389124,0.95,0.948750257,0.95,0.8574332,0.998794287
6.06,6.629184246,6.06,6.426714897,6.06,6.613685608,6.06,6.588884354,6.564617276,0.82,1.14460969,0.82,0.418919176,0.82,0.931643784,0.82,0.957647145,0.863204949
4.01,4.164283276,4.01,3.862109423,4.01,4.139472961,4.01,4.697130203,4.215748966,2.12,2.309071064,2.12,2.568894863,2.12,2.658085585,2.12,2.203234434,2.434821487
0.86,0.733597994,0.86,0.57426405,0.86,0.966739416,0.86,0.792040408,0.766660467,1.3,2.424915552,1.3,2.194089174,1.3,2.082887173,1.3,2.299506664,2.250349641
0.68,0.880363941,0.68,0.362001508,0.68,0.686420083,0.68,0.841479182,0.692566179,5.27,4.313443661,5.27,4.168390751,5.27,4.516430855,5.27,4.373576164,4.342960358
0.94,0.923207045,0.94,0.897372127,0.94,0.895086288,0.94,0.849140942,0.891201601,0.95,0.811847866,0.95,1.134986281,0.95,1.058295012,0.95,0.988906324,0.998508871
1.42,1.519608498,1.42,1.451966405,1.42,1.406898022,1.42,1.620016813,1.499622435,9.7,9.100737572,9.7,9.23402977,9.7,9.253085136,9.7,9.453735352,9.260396958
6.15,6.248203754,6.15,5.949959278,6.15,5.934138298,6.15,6.02514267,6.039361,5.27,4.1835742,5.27,4.434883118,5.27,4.355923653,5.27,4.706023216,4.420101047
0.59,0.487228364,0.59,0.601935029,0.59,0.681918144,0.59,0.796314538,0.641849019,6.1,6.151285172,6.1,5.953715324,6.1,6.712497711,6.1,6.133599758,6.237774491
0.8,0.234677643,0.8,1.027516842,0.8,0.5005126,0.8,0.876843333,0.659887605,1.88,1.950508356,1.88,1.51857841,1.88,1.794466138,1.88,1.574465275,1.709504545
0.73,1.464075327,0.73,1.951790452,0.73,1.459679961,0.73,1.576626062,1.613042951,5.9,5.242539883,5.9,5.536070824,5.9,4.875243187,5.9,5.093626976,5.186870218
4.85,4.649211884,4.85,4.809480667,4.85,4.663135529,4.85,4.41601038,4.634459615,0.95,1.017311573,0.95,0.632384181,0.95,1.018093228,0.95,1.051278591,0.929766893
3.04,2.859871387,3.04,2.621669054,3.04,2.901439905,3.04,3.07446003,2.864360094,1.1,1.382698178,1.1,1.306897044,1.1,1.456315041,1.1,1.488927603,1.408709467
1.88,1.824504375,1.88,1.842395782,1.88,2.018666506,1.88,1.771537781,1.864276111,0.95,1.009437084,0.95,0.932007909,0.95,1.007555842,0.95,0.930544972,0.969886452
0.69,0.49432084,0.69,1.806730986,0.69,-1.106185198,0.69,0.177236557,0.343025796,0.95,1.003101826,0.95,0.925015807,0.95,1.016933203,0.95,1.013013124,0.98951599
2.16,2.103373766,2.16,2.286358356,2.16,2.604369402,2.16,1.812274456,2.201593995,9.7,7.717024803,9.7,7.839267731,9.7,8.568844795,9.7,8.748047829,8.21829629
6.47,6.610224724,6.47,6.570474148,6.47,6.680339813,6.47,6.854485989,6.678881169,0.9,0.822113872,0.9,1.197225451,0.9,1.068856835,0.9,1.023748159,1.027986079
6.06,6.753203392,6.06,6.804947853,6.06,7.19290638,6.06,6.97191143,6.930742264,0.95,0.687065005,0.95,0.877335429,0.95,0.722614765,0.95,0.92060411,0.801904827
0.75,0.638818502,0.75,0.460561603,0.75,0.664745331,0.75,0.697973907,0.615524836,3.62,3.168238401,3.62,2.682952166,3.62,3.231912374,3.62,3.246101379,3.08230108
0.7,0.556345463,0.7,0.641873002,0.7,0.77192235,0.7,0.631195605,0.650334105,0.95,0.758125782,0.95,0.892700374,0.95,1.078027725,0.95,0.85609895,0.896238208
0.73,0.928827167,0.73,1.012931705,0.73,0.995661736,0.73,0.931655109,0.967268929,7.1,5.417124748,7.1,5.379483223,7.1,6.268486023,7.1,7.003962994,6.017264247
1.63,1.872546673,1.63,1.840647936,1.63,2.011009693,1.63,1.759788513,1.870998204,6.5,5.045495987,6.5,5.970041275,6.5,5.973605156,6.5,5.849299431,5.709610462
6.48,6.164211273,6.48,5.999876022,6.48,6.188374519,6.48,6.638160706,6.24765563,4.8,4.895683289,4.8,4.902791977,4.8,5.167160034,4.8,5.158905029,5.031135082
0.8,0.858922958,0.8,0.703982711,0.8,0.998790681,0.8,0.998169124,0.889966369,0.95,3.183538675,0.95,3.748794794,0.95,2.469424725,0.95,1.973232508,2.843747676
0.87,1.025591373,0.87,0.924604297,0.87,0.893054247,0.87,0.918571413,0.940455333,1.04,1.063409686,1.04,0.900446296,1.04,1.201261759,1.04,1.07076025,1.058969498
4.51,4.390042305,4.51,4.418941021,4.51,4.486388206,4.51,4.490310669,4.44642055,8.39,8.460085869,8.39,8.944561958,8.39,8.260967255,8.39,8.483223915,8.537209749
6.48,5.986120224,6.48,5.663507462,6.48,6.35266304,6.48,6.163187504,6.041369558,0.95,0.940205216,0.95,1.17011404,0.95,0.935016274,0.95,1.030846119,1.019045412
0.93,0.913767219,0.93,1.216215014,0.93,0.982488692,0.93,1.026306152,1.034694269,6.8,6.832064629,6.8,6.805166245,6.8,7.110478401,6.8,7.06500721,6.953179121
7.62,6.854335785,7.62,5.713672161,7.62,7.683573723,7.62,7.284061432,6.883910775,0.95,1.086302757,0.95,0.913371921,0.95,0.949848592,0.95,0.92901516,0.969634608
0.68,0.802823544,0.68,0.650241733,0.68,0.902665019,0.68,1.283792257,0.909880638,0.95,0.998770118,0.95,0.947394252,0.95,1.009518862,0.95,0.932358801,0.972010508
6.15,6.222971439,6.15,5.944385529,6.15,5.934197426,6.15,6.042349815,6.035976052,8.71,7.797355652,8.71,8.109404564,8.71,7.586963654,8.71,7.651319504,7.786260844
3.04,2.749383211,3.04,2.335477829,3.04,2.947657347,3.04,2.983525515,2.754010976,3.18,2.939160824,3.18,2.573084831,3.18,2.899596453,3.18,2.870493412,2.82058388
5.73,6.653118134,5.73,7.049666405,5.73,6.235185623,5.73,6.534855843,6.618206501,8.6,8.457433701,8.6,8.050459862,8.6,9.055719376,8.6,8.970622063,8.633558751
0.73,1.267807841,0.73,1.476430655,0.73,1.186145306,0.73,1.372867823,1.325812906,0.95,0.619947076,0.95,0.960404396,0.95,1.136730909,0.95,1.151563644,0.967161506
0.68,0.691792011,0.68,0.860848546,0.68,0.909669042,0.68,1.227236748,0.922386587,8.39,7.821969032,8.39,8.259680748,8.39,8.185893059,8.39,8.24661541,8.128539562
3.64,3.851805925,3.64,3.357311964,3.64,3.946983814,3.64,4.079084873,3.808796644,5,5.741109371,5,5.718702793,5,6.940494537,5,7.073662758,6.368492365
0.59,0.48636052,0.59,0.574417472,0.59,0.75625515,0.59,0.833858907,0.662723012,3.62,3.690669298,3.62,3.436176777,3.62,3.781379461,3.62,3.78656745,3.673698247
6.06,6.600840569,6.06,6.619573116,6.06,6.988568306,6.06,6.439155579,6.662034393,6.47,5.931986809,6.47,5.770777702,6.47,6.268433571,6.47,6.191013813,6.040552974
3.6,3.493396521,3.6,3.262754679,3.6,3.441554546,3.6,3.8383286,3.509008587,8,7.903396606,8,7.752228737,8,7.506451607,8,7.824597836,7.746668697
1.93,2.154849768,1.93,1.662778735,1.93,2.126245022,1.93,1.897335529,1.960302264,0.95,1.033535361,0.95,0.976875186,0.95,1.034864426,0.95,0.934241652,0.994879156
4.85,4.766147614,4.85,4.700111389,4.85,4.779444695,4.85,4.463860035,4.677390933,0.95,0.979993105,0.95,0.88780272,0.95,0.974805355,0.95,0.913774073,0.939093813
1.88,2.024079323,1.88,1.883339405,1.88,2.018487692,1.88,1.919279575,1.961296499,1.04,0.604285955,1.04,0.885985732,1.04,0.879814565,1.04,1.422352076,0.948109582
4.31,4.62405777,4.31,4.516355515,4.31,4.478553772,4.31,4.660329819,4.569824219,0.95,0.862511277,0.95,0.592399478,0.95,1.030100465,0.95,1.045440912,0.882613033
6.15,5.950441837,6.15,7.775709152,6.15,7.003663063,6.15,6.870038986,6.89996326,0.95,0.919633627,0.95,0.829318643,0.95,0.941734076,0.95,0.893869162,0.896138877
0.68,0.584053516,0.68,0.183746427,0.68,0.653628409,0.68,0.557210743,0.494659774,0.95,1.26381743,0.95,0.83075428,0.95,0.959928632,0.95,0.870570183,0.981267631
1.42,1.582727313,1.42,1.454251289,1.42,1.427385211,1.42,1.592888117,1.514312983,0.95,0.909778357,0.95,0.951834202,0.95,0.95723033,0.95,0.877224684,0.924016893
0.6,0.76513195,0.6,0.647544622,0.6,0.823780894,0.6,0.590307951,0.706691354,4.8,5.296345711,4.8,5.118227005,4.8,5.791213989,4.8,5.660393238,5.466544986
0.84,1.509412646,0.84,1.718735099,0.84,0.763790369,0.84,1.656234026,1.412043035,8.6,2.529776096,8.6,2.037637949,8.6,1.913910747,8.6,2.501832724,2.245789379
4.02,3.865097046,4.02,4.141099453,4.02,4.109414577,4.02,3.791514874,3.976781488,0.95,1.065413356,0.95,1.091446757,0.95,0.942857981,0.95,0.924518585,1.00605917
3.64,3.78082633,3.64,3.527332306,3.64,3.707446575,3.64,4.190468788,3.8015185,5.27,5.816279411,5.27,5.481658936,5.27,6.074691772,5.27,6.085071087,5.864425302
1.63,2.083114147,1.63,1.987618327,1.63,2.055618763,1.63,2.001284361,2.0319089,8.39,8.437566757,8.39,8.258883476,8.39,8.327382088,8.39,8.357642174,8.345368624
6.47,6.371667385,6.47,6.388291836,6.47,6.648159027,6.47,6.376496315,6.446153641,5.9,4.947402477,5.9,5.170697212,5.9,4.524288177,5.9,4.874060154,4.879112005
0.86,0.879452705,0.86,0.449720472,0.86,0.967523873,0.86,0.627995908,0.73117324,0.6,0.632434607,0.6,0.584382057,0.6,0.996611834,0.6,0.648135364,0.715390966
0.69,0.622645378,0.69,0.586895585,0.69,0.711961031,0.69,0.41304642,0.583637104,6.06,6.143494129,6.06,6.337870598,6.06,6.373074532,6.06,6.163586617,6.254506469
3.04,2.85357213,3.04,2.337664366,3.04,3.085007429,3.04,2.869212151,2.786364019,2.8,3.309974194,2.8,3.312825918,2.8,3.457122087,2.8,3.496387959,3.39407754
0.73,0.921089768,0.73,1.053732276,0.73,0.98991847,0.73,0.898560822,0.965825334,4.35,5.128047943,4.35,4.558256626,4.35,3.810130358,4.35,4.180174351,4.41915232
2.79,2.958534479,2.79,2.74472928,2.79,2.929059029,2.79,2.906190395,2.884628296,1.63,2.101961613,1.63,1.55376184,1.63,1.723614097,1.63,1.637788296,1.754281462
0.87,1.038331747,0.87,0.968363643,0.87,0.874970436,0.87,0.858242393,0.934977055,3.2,3.991568327,3.2,4.059047699,3.2,3.609433889,3.2,3.587735653,3.811946392
6.48,6.192317963,6.48,5.869921207,6.48,6.215831757,6.48,6.631372929,6.227360964,0.6,0.923063636,0.6,0.848708034,0.6,0.823878884,0.6,0.900697827,0.874087095
4.88,5.064496994,4.88,4.954541206,4.88,4.813632965,4.88,4.700141907,4.883203268,0.95,1.093485117,0.95,0.651155353,0.95,0.977264404,0.95,1.028219581,0.937531114
4.88,4.935487747,4.88,4.796684265,4.88,4.931736946,4.88,4.612484455,4.819098353,2.71,2.333025455,2.71,2.718132973,2.71,2.717335939,2.71,2.781981945,2.637619078
7.62,6.416735649,7.62,6.28103447,7.62,6.45144558,7.62,6.54577446,6.42374754,4.8,5.481502056,4.8,5.321247101,4.8,5.48268795,4.8,5.893575191,5.544753075
1.93,2.017150402,1.93,2.552065611,1.93,2.424406052,1.93,2.529864311,2.380871594,0.95,1.016780853,0.95,1.057910323,0.95,0.902388573,0.95,0.977961659,0.988760352
0.85,0.861689091,0.85,0.566883028,0.85,0.796223998,0.85,0.947075546,0.792967916,2.12,1.922341466,2.12,2.312521219,2.12,2.247976542,2.12,1.757167339,2.060001642
0.69,0.529742479,0.69,0.666157126,0.69,0.626758456,0.69,0.759137273,0.645448834,0.95,0.947597384,0.95,0.849752307,0.95,0.933132529,0.95,1.016923428,0.936851412
9.45,5.024578571,9.45,5.505927086,9.45,6.636997223,9.45,6.349779129,5.879320502,0.95,1.127936125,0.95,1.018955112,0.95,1.04218924,0.95,0.934150279,1.030807689
0.7,0.866735339,0.7,0.958448529,0.7,0.920139194,0.7,0.73050493,0.868956998,7.1,7.182460785,7.1,11.26756954,7.1,6.786680222,7.1,9.208436012,8.61128664
4.4,4.461361408,4.4,4.50028038,4.4,4.484048843,4.4,4.520299435,4.491497517,0.95,0.690510154,0.95,0.83715713,0.95,1.153367758,0.95,1.077850342,0.939721346
0.69,0.651979208,0.69,0.883669734,0.69,0.648342133,0.69,0.723504961,0.726874009,7.89,7.205836296,7.89,7.08900547,7.89,8.162571907,7.89,7.97770977,7.608780861
1.42,1.753356576,1.42,1.569473624,1.42,1.553005695,1.42,1.419282913,1.573779702,0.9,1.125674844,0.9,0.870380044,0.9,1.154202938,0.9,1.620398998,1.192664206
0.7,0.556345463,0.7,0.641873002,0.7,0.77192235,0.7,0.631195605,0.650334105,0.76,0.686691284,0.76,0.523474574,0.76,0.721259594,0.76,0.970934331,0.725589946
0.6,0.938563108,0.6,0.789806008,0.6,1.083699584,0.6,1.092721224,0.976197481,6.47,6.253759384,6.47,5.699789047,6.47,6.113623619,6.47,5.906676292,5.993462086
6.47,5.118774414,6.47,5.433279991,6.47,6.798041344,6.47,6.274560928,5.906164169,1.63,1.905586958,1.63,1.500540137,1.63,1.760141134,1.63,1.570733309,1.684250385
0.6,0.408607185,0.6,0.548935771,0.6,0.600805461,0.6,0.579969823,0.53457956,4.35,4.474785328,4.35,4.567581177,4.35,4.582654953,4.35,4.120135784,4.436289311
3.6,3.664226055,3.6,3.136633158,3.6,3.532093525,3.6,3.685777426,3.504682541,0.95,1.001478314,0.95,1.019845843,0.95,1.089082241,0.95,0.962875068,1.018320367
7.62,7.836959362,7.62,7.542097569,7.62,7.831376076,7.62,8.533978462,7.936102867,3.12,2.787513494,3.12,2.264473677,3.12,2.755097628,3.12,2.674731493,2.620454073
0.8,0.753055573,0.8,0.530802608,0.8,1.178299427,0.8,0.624390721,0.771637082,3.12,2.961954832,3.12,2.436573744,3.12,2.786968231,3.12,2.74119091,2.731671929
0.85,0.951328516,0.85,0.609914064,0.85,1.033607841,0.85,0.786033988,0.845221102,0.95,1.267527938,0.95,0.636274457,0.95,0.86882329,0.95,0.911886036,0.92112793
1.93,1.955343246,1.93,1.630532622,1.93,2.098868132,1.93,1.982651234,1.916848809,4.35,4.102724552,4.35,4.219474792,4.35,4.412200928,4.35,4.319840431,4.263560176
0.8,0.747964144,0.8,0.806059718,0.8,1.091379166,0.8,0.804404974,0.862452001,0.9,1.184329033,0.9,0.881588578,0.9,1.163844824,0.9,1.535891294,1.191413432
4.75,4.77869606,4.75,4.289363861,4.75,4.725575447,4.75,4.568623543,4.590564728,0.95,1.101242781,0.95,0.681189418,0.95,0.944961548,0.95,0.923422098,0.912703961
0.7,0.736503124,0.7,0.656628728,0.7,1.082204461,0.7,0.882493675,0.839457497,4.35,4.227449894,4.35,4.581647873,4.35,4.366747856,4.35,4.300457954,4.369075894
4.39,4.506865501,4.39,4.52915144,4.39,4.486318588,4.39,4.543751717,4.516521812,0.95,0.796318054,0.95,1.101306081,0.95,0.922763467,0.95,1.046049595,0.966609299
0.59,0.498223513,0.59,0.639078975,0.59,0.626417756,0.59,0.649079859,0.603200026,1.1,1.076419115,1.1,1.012885928,1.1,0.848473251,1.1,1.216443062,1.038555339
3.95,4.3758564,3.95,4.247374535,3.95,4.174099922,3.95,3.949745417,4.186769069,3.75,3.878881693,3.75,3.332746267,3.75,3.7614007,3.75,3.82801342,3.70026052
9.45,9.071604729,9.45,9.494353294,9.45,9.482283592,9.45,9.395602226,9.36096096,3.37,3.102081537,3.37,3.304759979,3.37,3.399419546,3.37,3.297408104,3.275917292
2.72,2.449218988,2.72,2.418582201,2.72,2.111736298,2.72,2.253753901,2.308322847,7.89,7.845596313,7.89,7.831962585,7.89,7.66697979,7.89,7.744501114,7.772259951
0.93,1.002415419,0.93,1.283854604,0.93,1.000061274,0.93,1.032913685,1.079811246,6.8,6.899501324,6.8,6.787151814,6.8,7.145733833,6.8,7.023855209,6.964060545
1.63,1.655030608,1.63,1.857706547,1.63,1.761530161,1.63,1.589207411,1.715868682,5.27,5.898701668,5.27,5.480876923,5.27,6.02026844,5.27,5.984255791,5.846025706
0.8,0.652588129,0.8,0.814588785,0.8,0.856778085,0.8,1.169237852,0.873298213,3.75,3.758138895,3.75,3.46173954,3.75,3.873194933,3.75,3.875735283,3.742202163
4.01,4.176742554,4.01,3.864163876,4.01,4.238937378,4.01,4.846118927,4.281490684,8.4,8.250059128,8.4,8.520594597,8.4,9.053861618,8.4,8.520454407,8.586242438
7.62,6.594376564,7.62,5.370754242,7.62,7.345297813,7.62,5.608514309,6.229735732,8.6,8.540819168,8.6,8.276206017,8.6,9.668084145,8.6,9.282653809,8.941940785
6.15,6.197733402,6.15,5.938812256,6.15,5.934257507,6.15,6.059557915,6.03259027,2.62,3.161709309,2.62,2.810982704,2.62,3.138780117,2.62,2.906528711,3.00450021
0.93,1.051051855,0.93,1.256846786,0.93,1.119069338,0.93,1.089731693,1.129174918,4.35,4.406020641,4.35,4.430725574,4.35,4.326747894,4.35,4.196202755,4.339924216
0.87,1.038331747,0.87,0.968363643,0.87,0.874970436,0.87,0.858242393,0.934977055,1.04,1.20660913,1.04,1.01982379,1.04,1.069201946,1.04,1.013833523,1.077367097
7.62,6.163553238,7.62,6.31030941,7.62,6.53437233,7.62,6.679362774,6.421899438,8.71,8.488588333,8.71,8.324514389,8.71,8.385666847,8.71,8.419025421,8.404448748
0.56,0.822504997,0.56,0.860204697,0.56,0.797724664,0.56,0.685264528,0.791424722,5.1,4.879935265,5.1,4.840019226,5.1,5.343425751,5.1,5.231180191,5.073640108
0.87,0.833150625,0.87,0.979531169,0.87,0.955965996,0.87,0.861613393,0.907565296,1.63,2.09828949,1.63,2.003111362,1.63,1.727806091,1.63,1.728311777,1.88937968
0.84,0.975478888,0.84,0.77425611,0.84,0.960189581,0.84,0.793312609,0.875809297,3.12,3.0034163,3.12,2.851264238,3.12,3.171414852,3.12,3.03189826,3.014498413
7.62,7.612570763,7.62,6.705302715,7.62,7.657968521,7.62,7.608313084,7.396038771,0.95,0.988676906,0.95,0.881872058,0.95,0.947794318,0.95,0.926717103,0.936265096
2.72,2.434540033,2.72,2.323871374,2.72,2.152625561,2.72,2.266261339,2.294324577,0.95,1.362722278,0.95,0.765375614,0.95,0.928407252,0.95,0.856134057,0.9781598
0.86,0.920900106,0.86,0.461733788,0.86,1.012839079,0.86,0.67264384,0.767029203,0.95,1.268599391,0.95,1.19990468,0.95,1.526673436,0.95,0.900707364,1.223971218
4.31,4.698132515,4.31,4.475978851,4.31,4.473585129,4.31,4.588252544,4.55898726,4.8,4.825170517,4.8,5.233401775,4.8,5.555562019,4.8,5.51104641,5.28129518
0.87,0.950620413,0.87,0.932416797,0.87,0.898187399,0.87,0.835497677,0.904180572,5.27,3.5680933,5.27,3.628240824,5.27,4.155636787,5.27,3.816302299,3.792068303
1.49,1.661841154,1.49,1.714672089,1.49,1.868018746,1.49,1.635398388,1.719982594,3.37,3.464767218,3.37,3.74832201,3.37,3.765219927,3.37,3.697954655,3.669065953
4.4,4.455304623,4.4,4.501946926,4.4,4.482270241,4.4,4.515483379,4.488751292,0.95,0.969648838,0.95,0.963448405,0.95,0.933230102,0.95,0.922749758,0.947269276
0.67,0.693647146,0.67,0.626872897,0.67,0.759873629,0.67,0.709446609,0.69746007,6.12,5.924408436,6.12,5.671875954,6.12,5.84899044,6.12,5.981199265,5.856618524
0.94,0.913905859,0.94,0.885437846,0.94,0.910753489,0.94,0.838196754,0.887073487,5.27,3.136357546,5.27,3.884233236,5.27,3.405783653,5.27,3.178436756,3.401202798
0.6,0.615363836,0.6,0.443443626,0.6,0.770927906,0.6,0.438795447,0.567132704,0.95,1.008609772,0.95,1.037363291,0.95,1.002857685,0.95,0.931589901,0.995105162
0.69,0.524075985,0.69,0.579662204,0.69,0.715716362,0.69,0.462579548,0.570508525,3.64,3.474243402,3.64,2.724770308,3.64,3.273308039,3.64,3.617163181,3.272371233
2.79,2.824745178,2.79,2.717354298,2.79,2.982552528,2.79,2.748054028,2.818176508,0.86,0.664522171,0.86,0.57051146,0.86,0.997413158,0.86,1.291048765,0.880873889
0.56,0.815079451,0.56,0.820035338,0.56,0.678492308,0.56,0.782360137,0.773991809,0.95,0.932421923,0.95,0.807856202,0.95,0.974210262,0.95,1.010489821,0.931244552
0.81,0.829067707,0.81,1.038811564,0.81,0.942775011,0.81,0.790642202,0.900324121,1.88,1.934693098,1.88,1.551543355,1.88,1.83518219,1.88,1.696143627,1.754390568
0.81,0.837942958,0.81,1.107287288,0.81,1.198775053,0.81,0.80669564,0.987675235,0.95,0.929450154,0.95,0.835960627,0.95,1.035951376,0.95,0.818546295,0.904977113
3.04,2.888102293,3.04,2.646164417,3.04,2.931084871,3.04,3.119845152,2.896299183,5.1,5.247033119,5.1,5.193423271,5.1,5.653886795,5.1,5.355354309,5.362424374
2.16,2.109306097,2.16,2.278202534,2.16,1.934929848,2.16,2.462059259,2.196124435,3.12,2.474554777,3.12,2.427866936,3.12,2.791773081,3.12,2.645255566,2.58486259
4.43,4.406701565,4.43,4.402437687,4.43,4.491643906,4.43,4.503974915,4.451189518,3.62,3.05801034,3.62,2.728720427,3.62,3.078816652,3.62,3.38363862,3.06229651
1.05,1.084379077,1.05,0.871624351,1.05,1.093647718,1.05,1.041835308,1.022871614,4.2,4.194187641,4.2,4.244834423,4.2,4.405563354,4.2,4.409598351,4.313545942
6.15,5.619610786,6.15,5.890342712,6.15,6.678264618,6.15,6.071960449,6.065044641,0.95,1.224994183,0.95,0.658201754,0.95,0.943206072,0.95,0.904162407,0.932641104
0.7,0.582178593,0.7,0.658572555,0.7,0.790429056,0.7,0.630425513,0.665401429,7.89,7.889531136,7.89,7.577800751,7.89,8.549339294,7.89,7.550879955,7.891887784
4.88,5.134092331,4.88,5.250115871,4.88,4.968700409,4.88,4.83873558,5.047911048,0.95,0.935545325,0.95,0.908173919,0.95,1.124554157,0.95,1.035141945,1.000853837
0.77,0.927213073,0.77,0.745014906,0.77,0.653508544,0.77,0.83656925,0.790576443,4.2,4.366352558,4.2,4.588599205,4.2,4.391079903,4.2,4.59473896,4.485192657
0.69,0.601258039,0.69,0.652629614,0.69,0.615975142,0.69,0.462785661,0.583162114,0.95,1.03195262,0.95,0.826271892,0.95,0.946440399,0.95,1.015377522,0.955010608
0.84,0.983609676,0.84,0.795615435,0.84,1.024508715,0.84,0.841542542,0.911319092,0.95,0.876030922,0.95,0.989287615,0.95,1.045153379,0.95,0.988694429,0.974791586
0.68,0.871749163,0.68,0.616850257,0.68,0.904078126,0.68,1.208016634,0.900173545,8.4,8.404256821,8.4,8.496777534,8.4,8.99494648,8.4,8.60021019,8.624047756
0.67,0.619875431,0.67,0.600044608,0.67,0.619850397,0.67,0.700229049,0.634999871,0.95,1.168198228,0.95,0.869178295,0.95,1.1034199,0.95,1.057018518,1.049453735
4.02,4.076589108,4.02,3.951952696,4.02,4.115532398,4.02,4.295896053,4.109992564,0.7,1.0159657,0.7,0.867376208,0.7,1.006723881,0.7,0.858089209,0.93703875
0.93,1.213380575,0.93,1.351977825,0.93,1.148620129,0.93,0.792142093,1.126530156,7.39,6.783353806,7.39,5.38904953,7.39,6.924068451,7.39,6.570474625,6.416736603
6.06,6.751711845,6.06,6.86041975,6.06,7.247955322,6.06,6.60323,6.865829229,7.94,5.554825306,7.94,5.713303089,7.94,6.287399292,7.94,6.037878036,5.898351431
3.6,3.50585556,3.6,3.264810324,3.6,3.44896841,3.6,3.917123318,3.534189403,6.8,6.444181442,6.8,6.839991093,6.8,6.614175797,6.8,6.916201591,6.703637481
3.64,3.333051682,3.64,5.069353104,3.64,3.772291899,3.64,4.568593025,4.185822428,7.1,5.985834599,7.1,5.799932003,7.1,6.243305206,7.1,6.199736595,6.057202101
